Date ,Daily Mean Cloud Quantity (%),Daily Mean Relative Humidity (%),Daily Mean Temperature (°C),Daily Range of Temperature (°C),Daily Mean Wind Speed (km/h),Daily Total Rainfall (mm),Typhoon (Y/N)
5/13/2000,78,79,26.2,5.4,11.5,0,No
5/14/2000,88,79,26.5,2.9,18.7,0,No
5/15/2000,56,78,27.4,4.6,15.7,0,No
5/16/2000,5,71,28,5.9,7.5,0,No
5/17/2000,62,79,26.9,3.6,16.4,Trace,No
5/18/2000,80,80,26.2,3.6,16.2,0.3,No
5/19/2000,93,80,23.4,4,8.9,1.3,No
5/20/2000,88,63,25.2,5,13,Trace,No
5/21/2000,88,56,25.6,1.8,10.6,0,No
5/22/2000,83,71,26,4.2,19.2,Trace,No
5/23/2000,86,78,25.7,3.5,21.6,0,No
5/24/2000,92,89,25.2,1.7,17.2,29.4,No
5/25/2000,82,85,27.3,5.2,4.8,36.9,No
5/26/2000,81,80,28.5,3,5.7,Trace,No
5/27/2000,82,80,29,3.3,5.4,0.6,No
5/28/2000,82,80,29.2,3.6,4.9,Trace,No
5/29/2000,64,81,28.9,4.3,10.8,4.3,No
5/30/2000,61,82,28.9,3.7,16.1,Trace,No
5/31/2000,51,75,29.6,4.8,5.6,Trace,No
6/1/2000,75,78,29.4,4.1,9.9,Trace,No
6/2/2000,58,77,29.5,4.3,13.6,Trace,No
6/3/2000,34,74,29.6,4.5,9.2,0,No
6/4/2000,16,75,29.5,5.6,12.6,0,No
6/5/2000,18,74,30.4,5.9,14.9,0,No
6/6/2000,71,76,29.9,4.2,15.9,0,No
6/7/2000,69,74,29.9,4.8,12.9,1.3,No
6/8/2000,83,77,29.6,4.8,13.6,3.9,No
6/9/2000,87,79,29.4,4,12.1,9.8,No
6/10/2000,88,76,30.1,3.5,12.3,Trace,No
6/11/2000,88,77,29.6,2.6,14.9,0.2,No
6/12/2000,97,89,24.9,7.7,14.2,140.2,No
6/13/2000,99,81,22.5,1.4,9.4,0.4,No
6/14/2000,88,64,24.5,5.3,16.2,Trace,No
6/15/2000,69,66,25.9,5.3,14.3,0,No
6/16/2000,67,74,26.9,6.5,12.1,0,No
6/17/2000,94,89,25.7,2.4,13.3,57.2,No
6/18/2000,97,96,25.7,1.8,10.1,168.1,Yes
6/19/2000,87,83,27.3,4.9,7.3,1.7,Yes
6/20/2000,92,89,26.5,3.4,6,31.4,No
6/21/2000,79,81,28.4,5,5.5,2.6,No
6/22/2000,84,77,29,3.4,7.1,Trace,No
6/23/2000,85,81,28.2,4.2,6,22.8,No
6/24/2000,78,77,29.1,4,7.2,0.1,No
6/25/2000,76,79,28.9,5.7,7.2,3.4,No
6/26/2000,57,77,29.3,4.7,7.6,0.2,No
6/27/2000,56,79,29.4,4.3,10,0,No
6/28/2000,53,74,29.5,4.8,5.6,0,No
6/29/2000,31,74,29.8,5.3,7.9,0,No
6/30/2000,36,72,30,5.6,7.1,0,No
7/1/2000,58,72,30.1,5.2,10.5,0,No
7/2/2000,85,85,28.5,5.5,16.9,14.8,No
7/3/2000,84,82,28.6,6.3,16.9,15.1,No
7/4/2000,63,72,29.7,5.4,13.3,0,Yes
7/5/2000,85,78,29.1,3.2,11.3,0.2,Yes
7/6/2000,85,79,28.2,3.5,8,0.2,Yes
7/7/2000,91,85,27.9,3.6,9.1,14.7,Yes
7/8/2000,87,79,28.6,3.6,10.2,5.8,Yes
7/9/2000,61,77,29,5.5,10.3,Trace,Yes
7/10/2000,53,78,29.2,5.3,14.6,11.6,Yes
7/11/2000,83,87,28.2,3.6,20.3,15.7,Yes
7/12/2000,81,84,28.3,4.3,19.4,21.3,No
7/13/2000,58,78,29.2,4.5,15.8,0,No
7/14/2000,53,77,29.5,4.2,15.1,0.3,No
7/15/2000,69,75,29.5,4.1,22,2.1,Yes
7/16/2000,89,83,28.1,4.8,28.5,34.9,Yes
7/17/2000,92,86,27.2,3.1,9.8,53.8,No
7/18/2000,91,86,27.2,3.9,9.3,50.7,No
7/19/2000,93,85,27.8,3.2,5.5,13.8,No
7/20/2000,93,89,26.6,3.2,10.8,10.3,No
7/21/2000,89,92,26.6,3.1,6.8,33.6,No
7/22/2000,70,81,28.4,5,8.1,0.6,No
7/23/2000,31,76,28.8,5.4,7.2,0,No
7/24/2000,41,73,29.5,5.4,10.7,0,No
7/25/2000,37,73,29.9,4.6,14,Trace,No
7/26/2000,45,75,30.2,4.3,14.3,0,No
7/27/2000,77,77,30.2,3.3,14.9,0,No
7/28/2000,50,74,30.3,4.4,16.4,0,No
7/29/2000,62,74,30.1,4.5,17,0,No
7/30/2000,60,76,30.2,3.9,17.8,Trace,No
7/31/2000,85,80,29.7,5.8,16.1,4.5,No
8/1/2000,91,89,26.4,3.5,6,70,No
8/2/2000,89,90,26.4,3,4.3,31.6,No
8/3/2000,90,92,25.9,3.9,6.6,88.7,No
8/4/2000,96,95,25.6,1.9,8,77.8,No
8/5/2000,89,91,25.6,3.3,8.1,6.4,No
8/6/2000,82,87,26.5,5.8,7.4,26.6,No
8/7/2000,43,82,28,4.6,10.4,Trace,No
8/8/2000,44,77,28.7,4.7,4.5,0,No
8/9/2000,23,77,29.2,5.3,10.1,0,No
8/10/2000,24,77,29.8,5.2,11.7,0,No
8/11/2000,45,78,30.1,4.9,12.8,0,No
8/12/2000,68,77,30,4.3,15.2,Trace,No
8/13/2000,80,76,30.1,3.8,12.4,0,No
8/14/2000,82,78,29.9,4.6,10.7,0.3,No
8/15/2000,84,80,29.5,3.1,9.3,3.5,No
8/16/2000,88,80,29.2,5.1,6.4,8.2,No
8/17/2000,76,76,29.6,4,5.5,0,No
8/18/2000,58,80,29.3,4.1,8.8,Trace,Yes
8/19/2000,31,78,29.7,5.4,8.2,0,Yes
8/20/2000,37,77,30,4.5,11,0,Yes
8/21/2000,61,78,29.8,4.4,18.5,3.6,Yes
8/22/2000,47,72,30,4.1,15.3,0,Yes
8/23/2000,87,77,29.1,5.2,18.4,5.9,Yes
8/24/2000,91,85,28,4.4,13.3,153.2,Yes
8/25/2000,87,82,28.6,4.1,7.5,25.4,No
8/26/2000,91,92,26.7,3,3.8,54,No
8/27/2000,89,93,26.4,4.1,6,24.3,Yes
8/28/2000,84,81,27.7,3.7,11.3,Trace,Yes
8/29/2000,67,68,29.9,6.2,8.5,0.5,Yes
8/30/2000,82,73,29.7,4.2,8.6,0,Yes
8/31/2000,90,82,28.5,3.9,11.5,20.7,Yes
9/1/2000,96,85,28,5.7,21.4,50.8,Yes
9/2/2000,92,91,27.1,4.5,7.9,93.9,No
9/3/2000,77,87,27.8,2.6,12.3,0.3,No
9/4/2000,54,81,28.6,4.7,8.5,0,No
9/5/2000,70,77,29.2,5.3,6.9,0,Yes
9/6/2000,70,75,28.9,3.9,14.9,Trace,Yes
9/7/2000,64,68,28.6,3.7,15.4,Trace,Yes
9/8/2000,88,73,27.5,3.6,25.3,1.7,Yes
9/9/2000,77,72,27.5,3.5,18.3,0.8,Yes
9/10/2000,60,67,27.2,5.1,5.3,0,Yes
9/11/2000,30,63,27.7,5.3,5.3,0,No
9/12/2000,26,57,27.7,5.3,11.9,0,No
9/13/2000,4,50,27.4,5.7,13.3,0,No
9/14/2000,2,43,27.2,6.8,15.4,0,No
9/15/2000,3,39,27.5,5.1,16.5,0,No
9/16/2000,20,54,27.1,5.1,9,0,No
9/17/2000,69,75,27.3,3.7,8.8,0,No
9/18/2000,73,74,27.3,3.5,16.4,Trace,No
9/19/2000,78,68,27.2,3.1,17.8,0,No
9/20/2000,88,78,26.3,3.3,16,4.5,No
9/21/2000,79,78,27.3,3.3,18.8,0.6,No
9/22/2000,67,77,27.5,3.6,15.7,0,No
9/23/2000,79,79,27.8,3.8,9.4,0,No
9/24/2000,82,80,27.4,3.2,10.8,0,No
9/25/2000,61,80,27.7,3.7,11.5,Trace,No
9/26/2000,73,78,27.9,3.3,13.7,0,No
9/27/2000,76,78,27.7,2.5,15.4,0,No
9/28/2000,68,80,27.9,2.9,14.9,0,No
9/29/2000,52,80,28.2,4.1,12.3,Trace,No
9/30/2000,41,78,28.3,3.9,9.3,0,No
10/1/2000,30,77,28.2,3.9,7.9,0,No
10/2/2000,29,73,28.3,4.6,5.4,0,No
10/3/2000,44,72,28.3,4.4,7.4,0,No
10/4/2000,68,77,28.1,3.2,10.3,Trace,No
10/5/2000,74,84,27.5,3.5,15.2,4.7,No
10/6/2000,79,82,27.9,3.3,13,1,No
10/7/2000,76,81,27.8,4,12.6,0.8,No
10/8/2000,54,81,27.8,4.3,12.1,4,No
10/9/2000,58,74,27.9,2.5,20,Trace,No
10/10/2000,42,70,28.1,3.8,21.7,Trace,No
10/11/2000,81,76,28.2,3.2,26.5,0.6,No
10/12/2000,93,74,27.4,3.6,26.8,3.9,No
10/13/2000,98,77,24.3,4.7,22.1,5,No
10/14/2000,95,83,22.5,2.4,18.8,4.9,No
10/15/2000,90,75,23.7,2.6,15,Trace,No
10/16/2000,63,71,24.8,4.9,14.1,0.1,No
10/17/2000,63,69,25.3,5.4,9,Trace,No
10/18/2000,89,77,25.1,3.1,22.7,Trace,No
10/19/2000,91,86,24.1,3.3,20.6,17.8,No
10/20/2000,99,94,24.1,1.4,21.4,116,No
10/21/2000,95,94,24.5,1.8,16.5,27.6,No
10/22/2000,87,92,26.6,3.6,8.1,10.7,No
10/23/2000,76,91,26.5,2.8,10.3,5.1,No
10/24/2000,49,83,27.6,4.7,5.2,Trace,No
10/25/2000,69,79,27.3,4.1,11.7,1.9,No
10/26/2000,79,80,26.6,2.1,18.3,0,No
10/27/2000,84,79,25.6,1.9,19.1,0,No
10/28/2000,78,75,25.1,2.2,11.6,0,No
10/29/2000,27,65,23.1,4.7,17.9,0,No
10/30/2000,49,53,21.1,4.6,14.1,0,No
10/31/2000,61,52,21.4,5,13.4,0,Yes
11/1/2000,27,47,20.7,4.7,15.9,0,Yes
11/2/2000,10,50,19.9,6.8,10.1,0,Yes
11/3/2000,33,57,21.5,5.3,7.3,0,Yes
11/4/2000,85,58,22.2,2.4,6.9,Trace,Yes
11/5/2000,74,67,23.5,4.4,6.2,0,Yes
11/6/2000,88,76,23.7,2.2,3.5,0.1,Yes
11/7/2000,95,89,23.2,1.9,9.8,23.5,Yes
11/8/2000,91,90,24,1.5,17.5,3.1,Yes
11/9/2000,89,82,23,1.8,24.6,Trace,No
11/10/2000,74,78,23.7,3.5,13.8,0.4,No
11/11/2000,90,81,21,6.4,10.9,13.7,No
11/12/2000,92,91,15.7,2.6,10.8,44.1,No
11/13/2000,73,79,18.1,5.5,9.8,Trace,No
11/14/2000,45,74,22.1,4.8,8.6,0,No
11/15/2000,74,75,24.1,4.5,6.6,0,No
11/16/2000,88,80,21.2,3.9,8.8,9.6,No
11/17/2000,88,72,19.5,2.2,11.8,Trace,No
11/18/2000,88,76,19.9,2.9,17.1,Trace,No
11/19/2000,88,78,21.3,2.6,12.2,Trace,No
11/20/2000,85,66,17.7,6.8,15.3,Trace,No
11/21/2000,70,56,15.8,3.6,11.2,0,No
11/22/2000,7,64,17.6,5.2,8.3,0,No
11/23/2000,33,75,19.7,4,11.6,0,No
11/24/2000,82,78,21,2.2,16.6,0,No
11/25/2000,46,80,21.7,3.1,17,0,No
11/26/2000,69,81,22.3,3.8,11.2,2.3,No
11/27/2000,67,84,22.5,2.9,19.7,0,No
11/28/2000,88,80,21.4,1.9,23.3,0,No
11/29/2000,69,77,21,2.3,18.3,0,No
11/30/2000,36,80,21.3,3.2,11.7,0,No
12/1/2000,56,78,22.4,5.2,8,0,No
12/2/2000,56,80,21.3,3.5,12.4,0.5,No
12/3/2000,41,66,18.6,3.8,11.5,0,No
12/4/2000,69,70,18.1,3.4,7.6,0,No
12/5/2000,44,74,19.6,4.1,9.4,0,No
12/6/2000,49,79,20.1,2.7,14.6,0,No
12/7/2000,61,80,20.8,2.9,13.1,0,No
12/8/2000,51,79,20.5,2.2,16.9,0,No
12/9/2000,38,77,20.2,2.5,17.6,0,No
12/10/2000,63,71,21.6,4.5,10.5,0,No
12/11/2000,89,81,20.5,3.8,21.4,1.7,No
12/12/2000,96,94,16.2,4,13.8,25.8,No
12/13/2000,95,92,12.7,2.9,10.8,24.8,No
12/14/2000,58,76,15.8,5.5,10,0,No
12/15/2000,85,75,18.2,3.7,7.9,Trace,No
12/16/2000,70,77,20.2,4,6.5,0,No
12/17/2000,77,76,21.3,4.2,9.5,0,No
12/18/2000,88,85,20.9,3.1,14.8,Trace,No
12/19/2000,88,87,20.7,2.6,21.8,2.4,No
12/20/2000,88,86,20.3,5.8,10.3,0.6,No
12/21/2000,77,67,15.9,4,12.4,0,No
12/22/2000,49,72,14.8,4.7,9,0,No
12/23/2000,4,63,16.3,6.6,7.1,0,No
12/24/2000,2,64,17.5,4.8,7.8,0,No
12/25/2000,13,73,18.4,4.1,15.2,0,No
12/26/2000,69,73,18.6,4,16.1,0,No
12/27/2000,87,73,19.2,2.6,16.4,0.2,No
12/28/2000,32,73,20.1,4.1,9.7,0,No
12/29/2000,17,79,18.7,3.4,10.7,0,No
12/30/2000,5,67,18.1,5.4,8.3,0,No
12/31/2000,0,57,16.7,4.9,13.7,0,No
1/1/2001,41,69,16.4,2.8,12.8,0,No
1/2/2001,61,78,17.9,3.8,12.1,0,No
1/3/2001,35,82,18.3,2.7,14.2,0,No
1/4/2001,86,80,18.4,1.7,15.7,Trace,No
1/5/2001,57,79,18.6,2.3,13.2,Trace,No
1/6/2001,48,81,19,2.5,16.8,0,No
1/7/2001,7,79,20.1,5.9,3.9,0,No
1/8/2001,55,81,19.6,2,14,0,No
1/9/2001,56,74,19,7.6,10,0,No
1/10/2001,92,71,15.8,4.5,9,0,No
1/11/2001,94,80,16.5,3.4,7.3,0.4,No
1/12/2001,82,81,18.1,1.5,16.3,0,No
1/13/2001,56,71,17.2,4.3,6.9,0.7,No
1/14/2001,31,69,16.5,3.4,14.3,0,No
1/15/2001,67,65,14.7,2.7,13.9,0,No
1/16/2001,77,66,15.3,2.9,15.8,Trace,No
1/17/2001,36,70,16.2,3.1,16.9,0,No
1/18/2001,53,75,18.4,5.6,10.6,0,No
1/19/2001,53,75,19.6,3.4,9.5,0,No
1/20/2001,40,71,20.3,5.1,5.9,0,No
1/21/2001,76,84,18.9,1.9,16.1,0,No
1/22/2001,85,84,20,3.3,13.3,0,No
1/23/2001,99,92,19,2.8,17.1,0.3,No
1/24/2001,100,91,18.7,2.5,17,Trace,No
1/25/2001,93,95,19.6,5,11.5,2.3,No
1/26/2001,89,80,13.7,4.8,11.6,27.3,No
1/27/2001,91,80,12.5,2.6,13.3,6.4,No
1/28/2001,96,87,11.2,3.1,8.5,10.2,No
1/29/2001,88,70,13.8,2.9,8.7,0,No
1/30/2001,82,75,15.8,2.8,16.2,0,No
1/31/2001,88,83,16.9,2.7,13.3,0,No
2/1/2001,89,81,17.3,3.4,9.9,Trace,No
2/2/2001,91,82,14,2.5,18.8,Trace,No
2/3/2001,100,91,15.1,2.2,21.2,0.1,No
2/4/2001,100,91,15.4,1.4,8.7,Trace,No
2/5/2001,79,89,17.3,2.9,15.7,Trace,No
2/6/2001,77,87,19.5,4.3,8,0,No
2/7/2001,49,81,20,6.9,7.4,0,No
2/8/2001,90,74,15.6,2.4,9.9,0,No
2/9/2001,85,75,16,3.2,9.5,Trace,No
2/10/2001,89,76,15.7,3.4,9.1,1,No
2/11/2001,78,80,17.1,3.6,9.9,Trace,No
2/12/2001,69,79,19.4,6,11.4,0,No
2/13/2001,89,78,17.6,6.7,12.4,Trace,No
2/14/2001,59,63,13.3,5.4,12.8,0,No
2/15/2001,32,64,15.2,5.5,7.2,0,No
2/16/2001,49,70,16.8,4,16.8,0,No
2/17/2001,62,69,16.4,3,18.3,0,No
2/18/2001,37,75,19.3,6.4,9.2,0,No
2/19/2001,11,78,20.3,6.3,8.7,0,No
2/20/2001,14,76,19.7,4.4,18.5,0,No
2/21/2001,59,75,20.7,4.7,10.1,0,No
2/22/2001,7,78,21.1,5.3,10.5,0,No
2/23/2001,17,75,21,7.6,8,0,No
2/24/2001,59,78,21.6,7.4,11.7,0,No
2/25/2001,89,80,15.4,6.5,17.6,8.8,No
2/26/2001,96,85,14.8,3.8,18,Trace,No
2/27/2001,88,81,18.9,3.8,13.9,Trace,No
2/28/2001,83,86,18.5,3.1,15.2,1,No
3/1/2001,31,63,17.7,6.9,9,0,No
3/2/2001,55,65,18.1,2.9,19.9,0,No
3/3/2001,83,72,19.9,4.5,14.5,Trace,No
3/4/2001,23,46,19.6,5.6,10.6,0,No
3/5/2001,40,68,19.1,3.8,15.2,0,No
3/6/2001,58,79,20.9,4.6,11.1,0,No
3/7/2001,72,85,21.6,6.9,11.7,Trace,No
3/8/2001,94,77,16.6,2.9,13.8,Trace,No
3/9/2001,87,65,16.6,3,15.3,Trace,No
3/10/2001,90,70,18,1.4,13.7,Trace,No
3/11/2001,100,85,18.3,2.8,6.5,2.7,No
3/12/2001,90,76,18.2,4.5,9.5,1.3,No
3/13/2001,76,64,18.5,3.2,21.1,0,No
3/14/2001,73,81,20.3,4,12,Trace,No
3/15/2001,45,79,22.2,5.5,8.8,0,No
3/16/2001,82,89,21.8,2.2,11.5,Trace,No
3/17/2001,77,85,22.9,6.4,7.3,Trace,No
3/18/2001,74,86,21.5,3.7,14.4,Trace,No
3/19/2001,94,84,20.7,3.5,16.7,Trace,No
3/20/2001,92,85,23,4.1,7,0.1,No
3/21/2001,31,72,22.6,7,7.7,0,No
3/22/2001,73,84,22.5,4,12.2,0,No
3/23/2001,80,84,24.4,5.5,9,0.2,No
3/24/2001,86,81,25.5,4,3.8,Trace,No
3/25/2001,80,87,23.7,5.5,6.4,46.2,No
3/26/2001,84,82,20.1,1.7,15,Trace,No
3/27/2001,97,89,19.8,1.8,13.2,5.4,No
3/28/2001,86,79,21,3.5,14.1,Trace,No
3/29/2001,51,71,19.9,4.9,16.3,0.6,No
3/30/2001,44,75,20.4,4.3,14.4,0,No
3/31/2001,72,81,21.9,4.2,12.5,Trace,No
4/1/2001,91,82,20.4,2.5,20.7,Trace,No
4/2/2001,60,83,21.9,4,12.5,Trace,No
4/3/2001,66,81,24,5.4,5.3,0,No
4/4/2001,96,93,20.7,5.4,20,41.3,No
4/5/2001,92,89,19.9,2.9,17.3,17.9,No
4/6/2001,98,92,20.2,1.5,18.1,5,No
4/7/2001,99,92,20.8,2.6,12.7,0.2,No
4/8/2001,96,90,24.3,5.4,10,0.1,No
4/9/2001,96,95,23.1,3.8,14.6,46.6,No
4/10/2001,98,89,21.4,0.8,24.2,0.3,No
4/11/2001,91,84,18.1,5.5,14,4.2,No
4/12/2001,46,65,17.8,6.1,11.6,0,No
4/13/2001,96,76,19.4,1.8,16,Trace,No
4/14/2001,93,72,21.1,3.3,8.7,Trace,No
4/15/2001,59,74,22.2,3.5,15.9,0,No
4/16/2001,77,82,22.6,5.1,12.7,0,No
4/17/2001,84,85,23.9,4.7,7.2,0,No
4/18/2001,93,91,23.7,3.2,10,5.4,No
4/19/2001,95,94,22.9,2.7,14,2.3,No
4/20/2001,87,84,26.5,4.5,9.1,Trace,No
4/21/2001,92,87,25.6,4.5,11.6,1.2,No
4/22/2001,99,90,21.6,3.4,24.9,3.6,No
4/23/2001,93,90,20.8,2.9,21.9,1.4,No
4/24/2001,90,89,23.1,5.5,10.9,Trace,No
4/25/2001,96,91,21.6,2.7,8.1,3.2,No
4/26/2001,71,82,22,4.1,19.3,Trace,No
4/27/2001,73,79,22.7,3.9,17.2,0,No
4/28/2001,89,90,24.2,3.4,13.6,Trace,No
4/29/2001,83,87,26.8,5.7,5.6,0.3,No
4/30/2001,67,82,27.8,6,6.2,0,No
5/1/2001,86,85,25.6,3.1,11.4,0.8,No
5/2/2001,88,87,24.9,3.1,10.3,Trace,No
5/3/2001,92,90,23.9,1.5,15.5,3.2,No
5/4/2001,89,87,24.5,3.1,12.9,0.1,No
5/5/2001,68,82,26.8,6.2,7,Trace,No
5/6/2001,71,80,28.1,5,10,0,No
5/7/2001,83,78,28.9,3.3,12.8,0,No
5/8/2001,88,82,29,4.8,8.3,5.2,No
5/9/2001,87,87,26.5,6.9,9.6,30.4,No
5/10/2001,88,80,24.7,3.4,8.7,Trace,No
5/11/2001,76,79,24.6,3.7,9.4,0.2,No
5/12/2001,68,75,25.7,6.2,8.7,0,No
5/13/2001,37,76,26.2,5.3,9.1,0,No
5/14/2001,60,75,27.1,4.6,7.2,0,No
5/15/2001,85,80,26.5,3.2,13.8,0.1,No
5/16/2001,88,80,26.1,2.8,18.4,1.2,No
5/17/2001,85,87,25.8,2.6,15.9,0.5,No
5/18/2001,91,86,26.8,2.7,8,22.8,No
5/19/2001,88,89,26.6,2.4,8,1.8,No
5/20/2001,75,81,28.3,5.7,8.7,Trace,No
5/21/2001,88,83,27.8,7.8,13,27.6,No
5/22/2001,87,88,26.8,4.1,6.9,14.6,No
5/23/2001,80,87,27.1,2.3,11.1,0,No
5/24/2001,54,83,27.5,4.5,13,0,No
5/25/2001,84,82,27.6,3.5,15.8,0,No
5/26/2001,58,80,28,4,14.3,0,No
5/27/2001,64,72,28.3,4.9,11,0,No
5/28/2001,80,81,27.7,3.1,18.6,1.2,No
5/29/2001,74,80,27.4,3,17.3,Trace,No
5/30/2001,89,89,26.3,4.5,8.3,50.8,No
5/31/2001,85,81,26.5,4.9,14.6,1.5,No
6/1/2001,85,74,26.2,2.8,21.1,0,No
6/2/2001,89,86,25.8,1.8,12.3,1.7,No
6/3/2001,88,82,27.4,5.9,9.2,Trace,No
6/4/2001,88,78,28.7,3.1,9.3,0,No
6/5/2001,90,85,27.5,4.5,11,73.6,No
6/6/2001,91,91,26.3,3,6.9,54.7,No
6/7/2001,95,91,25.9,4.1,5.3,72.3,No
6/8/2001,97,95,24.9,2.9,8.7,131.3,No
6/9/2001,93,93,26.1,3.5,7.4,54.5,No
6/10/2001,92,83,28.2,2.9,5.5,4.4,No
6/11/2001,93,90,26.3,4,5.3,101.3,No
6/12/2001,90,88,27.3,4.4,10.1,73.2,No
6/13/2001,89,84,27.7,5.9,15.7,41.6,No
6/14/2001,85,82,26.7,4,7.1,0.4,No
6/15/2001,80,88,27.1,4.5,8.3,4.9,No
6/16/2001,80,84,28.3,3.3,4.2,7.1,No
6/17/2001,58,79,29.2,5,5,Trace,No
6/18/2001,43,75,29.6,5,4.7,0,No
6/19/2001,57,75,29.6,4.6,10.9,0,No
6/20/2001,83,85,28.8,3.4,6.7,29.9,Yes
6/21/2001,73,82,29.4,4.2,9.3,0,Yes
6/22/2001,39,77,30,5.2,11,Trace,Yes
6/23/2001,64,81,29.6,7.2,11.6,39.4,Yes
6/24/2001,89,85,28,4.7,8.6,39.3,Yes
6/25/2001,88,94,26.5,2.8,10.5,106.1,No
6/26/2001,89,92,26.6,4,9.6,73.1,No
6/27/2001,91,93,25.9,3.6,8.8,136.4,No
6/28/2001,73,87,28.1,5.2,14.1,5.2,No
6/29/2001,78,84,28.6,3.8,17.3,2.9,No
6/30/2001,86,89,27.7,3.1,22,30.3,Yes
7/1/2001,92,88,27.1,3.2,27.5,57.8,Yes
7/2/2001,88,88,27.3,3.1,16.6,11.8,Yes
7/3/2001,72,85,27.9,3.3,17.7,6.9,Yes
7/4/2001,60,68,29.7,7.4,14.6,0,Yes
7/5/2001,88,69,30.1,6.7,12.8,15.8,Yes
7/6/2001,97,87,26.7,2.9,20.7,142.1,Yes
7/7/2001,91,84,28.6,2.8,12.5,8.8,Yes
7/8/2001,86,89,28.1,2.8,14.5,1.4,Yes
7/9/2001,60,81,29,5.1,7.8,0,No
7/10/2001,25,78,29.1,5.1,13.2,0,No
7/11/2001,70,80,29.3,4.4,16,0,No
7/12/2001,87,82,29.5,2.4,14.8,0,No
7/13/2001,90,83,27,4.6,10.3,41,No
7/14/2001,86,80,29.3,4.1,5.2,1.2,No
7/15/2001,92,92,26,4.8,4.6,114,No
7/16/2001,88,87,27,4.8,6.6,1,No
7/17/2001,89,87,27.2,4.8,7.7,37,No
7/18/2001,91,89,26.8,5.2,7.4,45.8,No
7/19/2001,86,89,27,3.3,7.6,10.8,No
7/20/2001,81,90,27.6,4.2,11.7,21.5,No
7/21/2001,86,93,26.8,3.6,12.1,87.3,No
7/22/2001,71,87,28,4.5,9.6,4.2,No
7/23/2001,51,78,29.1,4.9,5.2,0,Yes
7/24/2001,83,84,28.1,5.2,9.9,14.5,Yes
7/25/2001,94,86,26.7,2.9,31.8,17.7,Yes
7/26/2001,88,90,27,3.4,13.7,15.8,Yes
7/27/2001,77,87,28.1,3.4,10.8,Trace,No
7/28/2001,68,80,28.8,4.7,5.6,0,No
7/29/2001,32,78,29.2,5.2,11.7,0,No
7/30/2001,58,77,29.9,4.5,14.8,Trace,No
7/31/2001,71,76,30.2,4,13,Trace,No
8/1/2001,88,83,28.6,6.2,10,11.3,No
8/2/2001,86,90,26.9,5.9,9.8,54.5,No
8/3/2001,80,87,27.7,4.6,11.6,Trace,No
8/4/2001,22,77,29.1,4.9,9.8,0,No
8/5/2001,74,83,29.3,3.1,15,0.2,No
8/6/2001,64,79,29.7,4.2,6.7,Trace,No
8/7/2001,54,75,30.1,5,12,0,No
8/8/2001,35,75,30.3,5.2,9.8,0,No
8/9/2001,54,79,30,3.8,15.3,Trace,No
8/10/2001,81,85,29,4.2,18.3,20.9,No
8/11/2001,86,82,28.9,3.7,7.3,1.6,No
8/12/2001,83,82,28.8,7.5,5.7,32.1,No
8/13/2001,78,76,29,8,8,0.5,No
8/14/2001,64,78,29.5,4,9.4,0,No
8/15/2001,78,79,29.1,4.6,9,0.6,No
8/16/2001,82,78,28.5,3.6,6.4,0.1,No
8/17/2001,79,77,29.1,5.4,10.7,0,No
8/18/2001,70,72,29.8,4.3,11.6,0,No
8/19/2001,72,78,29.2,2.6,7.6,1.3,No
8/20/2001,49,73,29.9,5.3,9.9,0,No
8/21/2001,56,76,30.1,4.6,9.2,0,No
8/22/2001,28,76,30.2,5.1,6.4,0,No
8/23/2001,35,74,31,5,11.3,0,No
8/24/2001,70,76,30.9,4.1,10.1,0,No
8/25/2001,69,77,30.3,3.1,8.3,0,No
8/26/2001,73,75,30.4,3.7,8.9,0,No
8/27/2001,88,78,29.3,6,12.5,32.3,No
8/28/2001,89,88,27.3,2,20,17.4,Yes
8/29/2001,91,92,26.9,2.7,20.5,51.9,Yes
8/30/2001,95,95,26.5,3.1,8,90.6,Yes
8/31/2001,88,82,29.1,3.7,5,3.6,Yes
9/1/2001,92,92,27.2,4,6.9,133.2,Yes
9/2/2001,92,94,26.2,2.2,11,33.3,No
9/3/2001,92,92,26.1,1.9,16.8,73.9,No
9/4/2001,86,85,26.6,3,12.2,0.2,No
9/5/2001,91,92,25.9,2,5.8,100.8,No
9/6/2001,84,86,27.5,4.4,5.2,4.4,Yes
9/7/2001,83,90,26.8,3.9,8.1,98.7,Yes
9/8/2001,67,85,27.2,3.7,15.8,32.3,Yes
9/9/2001,83,84,27,2.9,9.7,1.5,Yes
9/10/2001,85,82,27.4,1.6,12.1,Trace,Yes
9/11/2001,85,82,27.8,2.8,13.2,Trace,Yes
9/12/2001,76,77,28.4,4.2,8.6,0,Yes
9/13/2001,59,79,28.4,3.8,7.1,0,Yes
9/14/2001,61,82,27.9,4.2,5.7,6,Yes
9/15/2001,47,72,29.2,5.3,6.3,0,Yes
9/16/2001,6,59,29.4,5.6,3.7,0,Yes
9/17/2001,9,68,29.7,5.4,9.3,0,Yes
9/18/2001,31,75,30.1,4.9,10.1,0,Yes
9/19/2001,65,68,30.5,5.6,5.7,0,Yes
9/20/2001,88,77,28,6,8.2,52.6,Yes
9/21/2001,89,88,26.5,3.1,17.9,26.4,No
9/22/2001,50,74,27.5,2.6,16.4,Trace,No
